url,observation_mode,success_rate,avg_steps,avg_duration,n_tasks,n_success,compliance_score,violation_rate,wab_score,total_violations,rules_violated,rules_passed,impact_serious,level_AA,rule_target-size,impact_critical,level_A,rule_aria-allowed-attr,rule_aria-valid-attr-value,rule_list,rule_color-contrast,rule_image-alt,rule_link-name,rule_button-name,rule_label,rule_html-has-lang,rule_meta-viewport,rule_aria-hidden-focus,rule_aria-progressbar-name,rule_aria-toggle-field-name,rule_aria-prohibited-attr,rule_nested-interactive,rule_document-title,rule_svg-img-alt,rule_definition-list,rule_listitem,rule_role-img-alt,rule_aria-required-children,rule_aria-required-attr,rule_aria-required-parent,rule_link-in-text-block,rule_meta-refresh,rule_frame-title,rule_aria-valid-attr,rule_select-name,rule_aria-roles,rule_scrollable-region-focusable,rule_aria-command-name
https://www.sba.gov,dom,1.0,2.5555555555555554,21.82888888888889,9,9,1.0,0.0,0.0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sba.gov,screenshot,0.7777777777777778,3.6666666666666665,25.694444444444443,9,7,1.0,0.0,0.0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.scholastic.com,accessibility_tree,0.0,6.444444444444445,32.59444444444445,9,0,0.8857,0.1143,0.5143,18,4,31,8.0,1.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://www.scholastic.com,dom,0.0,7.111111111111111,49.20777777777778,9,0,0.8857,0.1143,0.5143,18,4,31,8.0,1.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://www.scholastic.com,screenshot,0.0,6.0,33.19111111111111,9,0,0.8857,0.1143,0.5143,18,4,31,8.0,1.0,0.0,10.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
https://www.scmp.com,accessibility_tree,1.0,4.222222222222222,32.00555555555556,9,9,0.875,0.125,1.125,27,3,21,26.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.scmp.com,dom,1.0,2.6666666666666665,21.28222222222222,9,9,0.875,0.125,1.125,27,3,21,26.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.scmp.com,screenshot,0.7777777777777778,5.555555555555555,57.48111111111112,9,7,0.875,0.125,1.125,27,3,21,26.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sec.gov,accessibility_tree,0.2222222222222222,7.777777777777778,43.89222222222222,9,2,0.8571,0.1429,0.1429,1,1,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sec.gov,dom,0.4444444444444444,7.333333333333333,44.166666666666664,9,4,0.8571,0.1429,0.1429,1,1,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
